edge_id,anchor_char,derived_char,added_component,anchor_role,added_component_role,phonophore_root,recursive_depth,family_id_root,family_id_immediate,edge_structure_pattern,layout,edge_status,edge_confidence,edge_dispute_flag,source_reference,anchor_in_population,anchor_char_raw,phonophore_root_raw,added_component_raw,edge_structure_pattern_raw,anchor_char_normalized,added_component_normalized,edge_structure_pattern_normalized,normalization_applied,normalization_map_id,normalization_rule_category,normalization_confidence,normalization_notes,phonophore_root_normalized,normalization_collapse_group,normalization_collapse_flag,v3_change_type,v2_edge_id,audit_disposition,validation_source_1,validation_source_1_url,validation_source_1_claim,validation_source_2,validation_source_2_url,historical_phonology_support,modern_pronunciation_support,reviewer_notes,review_status,review_date
EDGE-01671,反,返,辶,phonophore_and_semantic,structural_remainder_presumed_semantic,反,1,ROOT-53CD,IMM-53CD,⿺辶反,surround-lower-left,eligible_direct,medium,True,CJKVI ids-analysis: 反亦聲,True,反,反,辶,⿺辶反,反,辶,⿺辶反,False,,,not_applicable,No accepted mapping applied.,反,COLLAPSE-01315,False,disputed,EDGE-01671,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 反亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-01694,叕,綴,糸,phonophore_and_semantic,structural_remainder_presumed_semantic,叕,1,ROOT-53D5,IMM-53D5,⿰糸叕,left-right,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 叕亦聲,False,叕,叕,糸,⿰糸叕,叕,糸,⿰糸叕,False,,,not_applicable,No accepted mapping applied.,叕,COLLAPSE-01335,False,disputed,EDGE-01694,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 叕亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-01739,口,釦,釒,phonophore_and_semantic,structural_remainder_presumed_semantic,口,1,ROOT-53E3,IMM-53E3,⿰釒口,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 口亦聲,True,口,口,釒,⿰釒口,口,釒,⿰釒口,False,,,not_applicable,No accepted mapping applied.,口,COLLAPSE-01376,False,disputed,EDGE-01739,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 口亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-01785,𠀀,可,口,phonophore_and_semantic,structural_remainder_presumed_semantic,𠀀,1,ROOT-20000,IMM-20000,⿹𠀀口,surround-upper-right,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 𠀀亦聲,False,𠀀,𠀀,口,⿹𠀀口,𠀀,口,⿹𠀀口,False,,,not_applicable,No accepted mapping applied.,𠀀,COLLAPSE-06055,False,disputed,EDGE-01785,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 𠀀亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-01891,合,敆,攴,phonophore_and_semantic,structural_remainder_presumed_semantic,合,1,ROOT-5408,IMM-5408,⿰合攴,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 合亦聲,True,合,合,攴,⿰合攴,合,攴,⿰合攴,False,,,not_applicable,No accepted mapping applied.,合,COLLAPSE-01527,False,disputed,EDGE-01891,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 合亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-02148,思,諰,言,phonophore_and_semantic,structural_remainder_presumed_semantic,思,1,ROOT-601D,IMM-601D,⿰言思,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 思亦聲,True,思,思,言,⿰言思,思,言,⿰言思,False,,,not_applicable,No accepted mapping applied.,思,COLLAPSE-03017,False,disputed,EDGE-02148,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 思亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-02154,因,姻,女,phonophore_and_semantic,structural_remainder_presumed_semantic,因,1,ROOT-56E0,IMM-56E0,⿰女因,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 因亦聲,True,因,因,女,⿰女因,因,女,⿰女因,False,,,not_applicable,No accepted mapping applied.,因,COLLAPSE-01810,False,disputed,EDGE-02154,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 因亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-02155,因,恩,心,phonophore_and_semantic,structural_remainder_presumed_semantic,因,1,ROOT-56E0,IMM-56E0,⿱因心,top-bottom,eligible_direct,medium,True,CJKVI ids-analysis: 因亦聲,True,因,因,心,⿱因心,因,心,⿱因心,False,,,not_applicable,No accepted mapping applied.,因,COLLAPSE-01811,False,disputed,EDGE-02155,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 因亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-02224,厓,涯,氵,phonophore_and_semantic,structural_remainder_presumed_semantic,厓,1,ROOT-5393,IMM-5393,⿰氵厓,left-right,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 厓亦聲,False,厓,厓,氵,⿰氵厓,厓,氵,⿰氵厓,False,,,not_applicable,No accepted mapping applied.,厓,COLLAPSE-01235,False,disputed,EDGE-02224,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 厓亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-02248,圭,閨,門,phonophore_and_semantic,structural_remainder_presumed_semantic,圭,1,ROOT-572D,IMM-572D,⿵門圭,surround-from-above,eligible_direct,medium,True,CJKVI ids-analysis: 圭亦聲,True,圭,圭,門,⿵門圭,圭,門,⿵門圭,False,,,not_applicable,No accepted mapping applied.,圭,COLLAPSE-01865,False,disputed,EDGE-02248,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 圭亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-02292,埶,蓺,艹,phonophore_and_semantic,structural_remainder_presumed_semantic,埶,1,ROOT-57F6,IMM-57F6,⿱艹埶,top-bottom,eligible_direct,medium,True,CJKVI ids-analysis: 埶亦聲,True,埶,埶,艹,⿱艹埶,埶,艹,⿱艹埶,False,,,not_applicable,No accepted mapping applied.,埶,COLLAPSE-01884,False,disputed,EDGE-02292,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 埶亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-02294,蓺,藝,云,phonophore_and_semantic,structural_remainder_presumed_semantic,埶,2,ROOT-57F6,IMM-84FA,⿱蓺云,top-bottom,eligible_direct,medium,True,CJKVI ids-analysis: 蓺亦聲,True,蓺,埶,云,⿱蓺云,蓺,云,⿱蓺云,False,,,not_applicable,No accepted mapping applied.,埶,COLLAPSE-05165,False,disputed,EDGE-02294,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 蓺亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-02306,壬,妊,女,phonophore_and_semantic,structural_remainder_presumed_semantic,壬,1,ROOT-58EC,IMM-58EC,⿰女壬,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 壬亦聲,True,壬,壬,女,⿰女壬,壬,女,⿰女壬,False,,,not_applicable,No accepted mapping applied.,壬,COLLAPSE-01930,False,disputed,EDGE-02306,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 壬亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-02376,宜,誼,言,phonophore_and_semantic,structural_remainder_presumed_semantic,宜,1,ROOT-5B9C,IMM-5B9C,⿰言宜,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 宜亦聲,True,宜,宜,言,⿰言宜,宜,言,⿰言宜,False,,,not_applicable,No accepted mapping applied.,宜,COLLAPSE-02356,False,disputed,EDGE-02376,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 宜亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-02434,夰,奡,𦣻,phonophore_and_semantic,structural_remainder_presumed_semantic,夰,1,ROOT-5930,IMM-5930,⿱𦣻夰,top-bottom,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 夰亦聲,False,夰,夰,𦣻,⿱𦣻夰,夰,𦣻,⿱𦣻夰,False,,,not_applicable,No accepted mapping applied.,夰,COLLAPSE-02058,False,disputed,EDGE-02434,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 夰亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-02565,子,字,宀,phonophore_and_semantic,structural_remainder_presumed_semantic,子,1,ROOT-5B50,IMM-5B50,⿱宀子,top-bottom,eligible_direct,medium,True,CJKVI ids-analysis: 子亦聲,True,子,子,宀,⿱宀子,子,宀,⿱宀子,False,,,not_applicable,No accepted mapping applied.,子,COLLAPSE-02247,False,disputed,EDGE-02565,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 子亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-02748,𡭴,隙,阝,phonophore_and_semantic,structural_remainder_presumed_semantic,𡭴,1,ROOT-21B74,IMM-21B74,⿰阝𡭴,left-right,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 𡭴亦聲,False,𡭴,𡭴,阝,⿰阝𡭴,𡭴,阝,⿰阝𡭴,False,,,not_applicable,No accepted mapping applied.,𡭴,COLLAPSE-06090,False,disputed,EDGE-02748,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 𡭴亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-02770,屚,漏,氵,phonophore_and_semantic,structural_remainder_presumed_semantic,屚,1,ROOT-5C5A,IMM-5C5A,⿰氵屚,left-right,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 屚亦聲,False,屚,屚,氵,⿰氵屚,屚,氵,⿰氵屚,False,,,not_applicable,No accepted mapping applied.,屚,COLLAPSE-02561,False,disputed,EDGE-02770,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 屚亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-02872,𡿧,災,火,phonophore_and_semantic,structural_remainder_presumed_semantic,𡿧,1,ROOT-21FE7,IMM-21FE7,⿱𡿧火,top-bottom,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 𡿧亦聲,False,𡿧,𡿧,火,⿱𡿧火,𡿧,火,⿱𡿧火,False,,,not_applicable,No accepted mapping applied.,𡿧,COLLAPSE-06092,False,disputed,EDGE-02872,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 𡿧亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-02913,空,腔,肉,phonophore_and_semantic,structural_remainder_presumed_semantic,工,2,ROOT-5DE5,IMM-7A7A,⿰肉空,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 空亦聲,True,空,工,肉,⿰肉空,空,肉,⿰肉空,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-04659,False,disputed,EDGE-02913,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 空亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-03061,㡀,敝,攵,phonophore_and_semantic,structural_remainder_presumed_semantic,㡀,1,ROOT-3840,IMM-3840,⿰㡀攵,left-right,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 㡀亦聲,False,㡀,㡀,攵,⿰㡀攵,㡀,攵,⿰㡀攵,False,,,not_applicable,No accepted mapping applied.,㡀,COLLAPSE-00048,False,disputed,EDGE-03061,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 㡀亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-03146,𢆶,幽,山,phonophore_and_semantic,structural_remainder_presumed_semantic,𢆶,1,ROOT-221B6,IMM-221B6,⿻山𢆶,overlay,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 𢆶亦聲,False,𢆶,𢆶,山,⿻山𢆶,𢆶,山,⿻山𢆶,False,,,not_applicable,No accepted mapping applied.,𢆶,COLLAPSE-06098,False,disputed,EDGE-03146,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 𢆶亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-03191,貸,蟘,虫,phonophore_and_semantic,structural_remainder_presumed_semantic,弋,3,ROOT-5F0B,IMM-8CB8,⿰虫貸,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 貸亦聲,True,貸,弋,虫,⿰虫貸,貸,虫,⿰虫貸,False,,,not_applicable,No accepted mapping applied.,弋,COLLAPSE-05414,False,disputed,EDGE-03191,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 貸亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-03258,彔,剝,刂,phonophore_and_semantic,structural_remainder_presumed_semantic,彔,1,ROOT-5F54,IMM-5F54,⿰彔刂,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 彔亦聲,True,彔,彔,刂,⿰彔刂,彔,刂,⿰彔刂,False,,,not_applicable,No accepted mapping applied.,彔,COLLAPSE-02935,False,disputed,EDGE-03258,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 彔亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-03277,彡,彤,丹,phonophore_and_semantic,structural_remainder_presumed_semantic,彡,1,ROOT-5F61,IMM-5F61,⿰丹彡,left-right,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 彡亦聲,False,彡,彡,丹,⿰丹彡,彡,丹,⿰丹彡,False,,,not_applicable,No accepted mapping applied.,彡,COLLAPSE-02958,False,disputed,EDGE-03277,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 彡亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-03536,斬,鏨,金,phonophore_and_semantic,structural_remainder_presumed_semantic,斬,1,ROOT-65AC,IMM-65AC,⿱斬金,top-bottom,eligible_direct,medium,True,CJKVI ids-analysis: 斬亦聲,True,斬,斬,金,⿱斬金,斬,金,⿱斬金,False,,,not_applicable,No accepted mapping applied.,斬,COLLAPSE-03284,False,disputed,EDGE-03536,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 斬亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-03602,日,衵,衤,phonophore_and_semantic,structural_remainder_presumed_semantic,日,1,ROOT-65E5,IMM-65E5,⿰衤日,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 日亦聲,True,日,日,衤,⿰衤日,日,衤,⿰衤日,False,,,not_applicable,No accepted mapping applied.,日,COLLAPSE-03341,False,disputed,EDGE-03602,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 日亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-03658,昏,婚,女,phonophore_and_semantic,structural_remainder_presumed_semantic,昏,1,ROOT-660F,IMM-660F,⿰女昏,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 昏亦聲,True,昏,昏,女,⿰女昏,昏,女,⿰女昏,False,,,not_applicable,No accepted mapping applied.,昏,COLLAPSE-03393,False,disputed,EDGE-03658,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 昏亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-03661,昏,閽,門,phonophore_and_semantic,structural_remainder_presumed_semantic,昏,1,ROOT-660F,IMM-660F,⿵門昏,surround-from-above,eligible_direct,medium,True,CJKVI ids-analysis: 昏亦聲,True,昏,昏,門,⿵門昏,昏,門,⿵門昏,False,,,not_applicable,No accepted mapping applied.,昏,COLLAPSE-03396,False,disputed,EDGE-03661,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 昏亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-03770,會,儈,亻,phonophore_and_semantic,structural_remainder_presumed_semantic,會,1,ROOT-6703,IMM-6703,⿰亻會,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 會亦聲,True,會,會,亻,⿰亻會,會,亻,⿰亻會,False,,,not_applicable,No accepted mapping applied.,會,COLLAPSE-03528,False,disputed,EDGE-03770,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 會亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-03833,朿,刺,刂,phonophore_and_semantic,structural_remainder_presumed_semantic,朿,1,ROOT-673F,IMM-673F,⿰朿刂,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 朿亦聲,True,朿,朿,刂,⿰朿刂,朿,刂,⿰朿刂,False,,,not_applicable,No accepted mapping applied.,朿,COLLAPSE-03610,False,disputed,EDGE-03833,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 朿亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-03837,責,債,亻,phonophore_and_semantic,structural_remainder_presumed_semantic,責,1,ROOT-8CAC,IMM-8CAC,⿰亻責,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 責亦聲,True,責,責,亻,⿰亻責,責,亻,⿰亻責,False,,,not_applicable,No accepted mapping applied.,責,COLLAPSE-05400,False,disputed,EDGE-03837,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 責亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-04016,正,政,攵,phonophore_and_semantic,structural_remainder_presumed_semantic,正,1,ROOT-6B63,IMM-6B63,⿰正攵,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 正亦聲,True,正,正,攵,⿰正攵,正,攵,⿰正攵,False,,,not_applicable,No accepted mapping applied.,正,COLLAPSE-03762,False,disputed,EDGE-04016,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 正亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-04017,正,整,敕,phonophore_and_semantic,structural_remainder_presumed_semantic,正,1,ROOT-6B63,IMM-6B63,⿱敕正,top-bottom,eligible_direct,medium,True,CJKVI ids-analysis: 正亦聲,True,正,正,敕,⿱敕正,正,敕,⿱敕正,False,,,not_applicable,No accepted mapping applied.,正,COLLAPSE-03763,False,disputed,EDGE-04017,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 正亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-04100,氐,低,亻,phonophore_and_semantic,structural_remainder_presumed_semantic,氐,1,ROOT-6C10,IMM-6C10,⿰亻氐,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 氐亦聲,True,氐,氐,亻,⿰亻氐,氐,亻,⿰亻氐,False,,,not_applicable,No accepted mapping applied.,氐,COLLAPSE-03884,False,disputed,EDGE-04100,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 氐亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-04135,𠂢,派,氵,phonophore_and_semantic,structural_remainder_presumed_semantic,𠂢,1,ROOT-200A2,IMM-200A2,⿰氵𠂢,left-right,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 𠂢亦聲,False,𠂢,𠂢,氵,⿰氵𠂢,𠂢,氵,⿰氵𠂢,False,,,not_applicable,No accepted mapping applied.,𠂢,COLLAPSE-06062,False,disputed,EDGE-04135,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 𠂢亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-04139,𠂢,覛,見,phonophore_and_semantic,structural_remainder_presumed_semantic,𠂢,1,ROOT-200A2,IMM-200A2,⿰𠂢見,left-right,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 𠂢亦聲,False,𠂢,𠂢,見,⿰𠂢見,𠂢,見,⿰𠂢見,False,,,not_applicable,No accepted mapping applied.,𠂢,COLLAPSE-06064,False,disputed,EDGE-04139,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 𠂢亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-04473,生,姓,女,phonophore_and_semantic,structural_remainder_presumed_semantic,生,1,ROOT-751F,IMM-751F,⿰女生,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 生亦聲,True,生,生,女,⿰女生,生,女,⿰女生,False,,,not_applicable,No accepted mapping applied.,生,COLLAPSE-04186,False,disputed,EDGE-04473,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 生亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-04478,星,腥,肉,phonophore_and_semantic,structural_remainder_presumed_semantic,星,1,ROOT-661F,IMM-661F,⿰肉星,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 星亦聲,True,星,星,肉,⿰肉星,星,肉,⿰肉星,False,,,not_applicable,No accepted mapping applied.,星,COLLAPSE-03431,False,disputed,EDGE-04478,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 星亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-04618,畫,劃,刂,phonophore_and_semantic,structural_remainder_presumed_semantic,畫,1,ROOT-756B,IMM-756B,⿰畫刂,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 畫亦聲,True,畫,畫,刂,⿰畫刂,畫,刂,⿰畫刂,False,,,not_applicable,No accepted mapping applied.,畫,COLLAPSE-04325,False,disputed,EDGE-04618,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 畫亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
EDGE-04632,畾,櫑,木,phonophore_and_semantic,structural_remainder_presumed_semantic,畾,1,ROOT-757E,IMM-757E,⿰木畾,left-right,missing_anchor_from_frozen_population,medium,True,CJKVI ids-analysis: 畾亦聲,False,畾,畾,木,⿰木畾,畾,木,⿰木畾,False,,,not_applicable,No accepted mapping applied.,畾,COLLAPSE-04340,False,disputed,EDGE-04632,ambiguous_or_disputed,CJKVI ids-analysis explicit 聲/亦聲 annotation,https://github.com/cjkvi/cjkvi-ids,CJKVI ids-analysis: 畾亦聲,,,not independently revalidated in this audit,not used for retention,Retained as disputed sensitivity edge; not primary-confirmed.,retained_disputed,2026-09-07
